speed1,light_detect1,speed2,light_detect2,speed3,light_detect3,speed4,light_detect4
100,0,0,100,100,100,100,0
100,0,0,100,100,100,100,0
100,0,0,100,100,100,100,0
100,0,0,100,100,100,100,0
100,0,0,100,100,100,100,0
100,0,0,100,100,100,100,0
100,0,0,100,100,100,100,0
100,0,0,100,100,100,100,0
100,0,0,100,100,100,100,0
100,0,0,100,100,100,100,0
100,0,0,100,100,100,100,0
100,0,0,100,100,100,100,0
100,0,0,100,100,100,100,0
100,0,0,100,100,100,100,0
100,0,0,100,100,100,100,0
100,0,0,100,100,100,100,0
100,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,100,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,0
0,0,0,100,0,100,100,100
0,0,0,100,0,100,100,100
0,0,0,100,0,100,100,100
0,0,0,100,0,100,100,100
0,0,0,100,0,100,100,100
0,0,0,100,0,100,100,100
0,0,0,100,0,100,100,100
0,0,0,100,0,100,100,100
0,0,0,100,0,100,0,100
0,0,0,100,0,100,0,100
0,0,0,100,0,100,0,100
0,0,0,100,0,100,0,100
0,0,0,100,0,100,0,100
0,0,0,100,0,100,0,100
0,0,0,100,0,100,0,100
0,0,0,100,0,100,0,100
0,0,0,100,0,100,0,100
0,0,0,100,0,100,0,100
0,0,0,100,0,100,0,100
0,0,0,100,0,100,0,100
0,0,0,100,0,100,0,100
0,0,0,100,0,100,0,100
0,0,0,100,0,100,0,100
0,0,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
,,0,100,0,100,0,100
